INJECTOR_CODE,FOLIO_NUMBER,ORDERED_QUANTITY,COMMITTED_NET_QUANTITY,UNACCOUNTED,FRAC_UNACCOUNTED,PRODUCT_THRUPUT,serka
INJ_205,20221216,1500,1500,0,-1,4992,-3492
INJ_205,20221219,2400,1200,0,0,3991,-2791
INJ_205,20221220,4500,3000,0,0,9986,-6986
INJ_205,20221221,1200,1200,0,0,3994,-2794
INJ_205,20221222,1500,1500,0,0,4994,-3494
INJ_205,20221223,9000,6000,0,1,19966,-13966
INJ_205,20221224,3600,3600,0,-1,11984,-8384
INJ_205,20221226,3900,3900,0,1,12974,-9074
INJ_205,20221227,1200,1200,0,-1,3993,-2793
INJ_205,20221228,3900,3900,0,1,12983,-9083
INJ_205,20221229,3000,3000,0,0,9984,-6984
INJ_205,20221230,3000,3000,0,-1,9981,-6981
INJ_205,20221231,3000,3000,0,1,9981,-6981
INJ_205,20230103,3600,3600,0,-1,11975,-8375
INJ_205,20230105,1200,1200,0,0,3989,-2789
INJ_205,20230107,4500,4500,0,0,14973,-10473
INJ_205,20230109,1200,1200,0,0,3989,-2789
INJ_205,20230113,2400,1200,0,0,3989,-2789
INJ_205,20230116,3300,3300,0,0,10983,-7683
INJ_205,20230117,6000,6000,0,1,19963,-13963
INJ_205,20230118,9000,9000,0,0,29946,-20946
INJ_205,20230119,3900,2700,0,-1,8982,-6282
INJ_205,20230120,5400,5400,0,0,17968,-12568
INJ_205,20230121,1500,1500,0,0,4990,-3490
INJ_205,20230123,1500,1500,0,1,4993,-3493
INJ_205,20230124,3300,2100,0,0,6981,-4881
INJ_205,20230125,1200,1200,0,-1,3990,-2790
INJ_205,20230127,9900,9900,0,1,32945,-23045
INJ_205,20230130,1500,1500,0,0,4993,-3493
INJ_205,20230202,11400,11400,0,1,37941,-26541
INJ_205,20230203,3600,3600,0,0,11970,-8370
INJ_205,20230204,900,900,0,0,2991,-2091
INJ_205,20230207,2400,2400,0,0,7991,-5591
INJ_205,20230209,1800,1800,0,0,5990,-4190
INJ_205,20230210,3000,3000,0,0,9986,-6986
INJ_205,20230213,2400,2400,0,0,7980,-5580
INJ_205,20230214,4500,900,0,-1,2990,-2090
INJ_205,20230215,6600,6600,0,-1,21967,-15367
INJ_205,20230216,1200,1200,0,1,3992,-2792
INJ_205,20230217,5700,5700,0,-1,18964,-13264
INJ_205,20230218,1500,1500,0,0,4993,-3493
INJ_205,20230220,1800,1800,0,0,5993,-4193
INJ_205,20230221,3900,3900,0,-1,12983,-9083
INJ_205,20230222,4200,2700,0,1,8985,-6285
INJ_205,20230223,11100,11100,0,-1,36953,-25853
INJ_205,20230224,3900,3900,0,0,12966,-9066
INJ_205,20230225,10800,9600,0,-1,31944,-22344
INJ_205,20230227,13800,4800,0,1,15969,-11169
INJ_205,20230228,2400,1200,0,-1,3988,-2788
INJ_205,20230301,4200,4200,0,0,13974,-9774
INJ_205,20230302,6300,6300,0,0,20952,-14652
INJ_205,20230303,9900,9900,1,52,32947,-23047
INJ_205,20230304,5700,3900,1,49,12968,-9068
INJ_205,20230306,2730,2730,0,600,9077,-6347
INJ_205,20230307,8100,6300,0,-1,20955,-14655
INJ_205,20230308,1500,1500,1,197,4991,-3491
INJ_205,20230309,12900,11400,2,544,37927,-26527
INJ_205,20230310,5700,5700,0,450,18961,-13261
INJ_205,20230311,10200,10200,1,52,33943,-23743
INJ_205,20230313,5100,5100,0,766,16960,-11860
INJ_205,20230314,4800,4800,0,603,15973,-11173
INJ_205,20230315,4200,4200,0,0,13970,-9770
INJ_205,20230316,4200,4200,0,600,13968,-9768
INJ_205,20230317,5100,3600,0,0,11971,-8371
INJ_205,20230318,5400,4200,0,0,13974,-9774
INJ_205,20230320,2400,2400,0,450,7979,-5579
INJ_205,20230321,1200,1200,1,201,3992,-2792
INJ_205,20230322,4800,4800,0,448,15964,-11164
INJ_205,20230323,1200,1200,0,451,3990,-2790
INJ_205,20230324,6900,6900,0,603,22956,-16056
INJ_205,20230325,6600,6600,0,0,21969,-15369
INJ_205,20230327,2400,2400,0,751,7983,-5583
INJ_205,20230328,1500,1500,0,0,4990,-3490
INJ_205,20230329,2100,2100,0,0,6987,-4887
INJ_205,20230330,3900,3900,0,0,12972,-9072
INJ_205,20230331,4200,4200,0,-1,13976,-9776
INJ_205,20230403,7800,7800,0,449,25955,-18155
INJ_205,20230404,4200,4200,0,0,13970,-9770
INJ_205,20230405,5400,900,0,1,2991,-2091
INJ_205,20230406,7800,7800,0,750,25958,-18158
INJ_205,20230407,5700,4200,0,448,13975,-9775
INJ_205,20230408,5400,5400,0,598,17971,-12571
INJ_205,20230410,3300,2100,0,1,6981,-4881
INJ_205,20230411,5700,5700,0,0,18964,-13264
INJ_205,20230412,4800,4800,0,0,15968,-11168
INJ_205,20230413,11700,9900,0,1,32934,-23034
INJ_205,20230414,1200,1200,0,752,3992,-2792
INJ_205,20230415,6300,6300,0,450,20968,-14668
INJ_205,20230417,2400,2400,0,0,7983,-5583
INJ_205,20230418,11400,9900,0,-1,32950,-23050
INJ_205,20230419,4200,4200,0,451,13974,-9774
INJ_205,20230420,4200,4200,1,52,13962,-9762
INJ_205,20230421,4500,4500,0,452,14962,-10462
INJ_205,20230424,3600,3600,1,349,11973,-8373
INJ_205,20230425,5100,5100,1,200,16975,-11875
INJ_205,20230426,1500,1500,0,0,4990,-3490
INJ_205,20230428,1200,1200,0,0,3991,-2791
INJ_205,20230429,1500,1500,0,601,4988,-3488
INJ_205,20230501,5100,3900,0,0,12971,-9071
INJ_205,20230502,3300,3300,0,920,10971,-7671
INJ_205,20230503,2400,2400,0,748,7981,-5581
INJ_205,20230504,14850,14850,0,600,45922,-31072
INJ_205,20230505,2400,2400,1,196,7986,-5586
INJ_205,20230506,7800,6300,0,0,20952,-14652
INJ_205,20230508,10200,10200,0,1,33947,-23747
INJ_205,20230509,5100,5100,0,0,16974,-11874
INJ_205,20230510,1500,1500,0,0,4990,-3490
INJ_205,20230511,6000,6000,0,0,19960,-13960
INJ_205,20230512,7800,6300,0,0,20954,-14654
INJ_205,20230513,3900,3900,0,0,12968,-9068
INJ_205,20230515,6600,6600,0,449,21962,-15362
INJ_205,20230516,4500,4500,2,100,14964,-10464
INJ_205,20230517,6600,6600,2,248,21952,-15352
INJ_205,20230518,1800,1800,0,601,5992,-4192
INJ_205,20230520,4200,4200,0,0,13975,-9775
INJ_205,20230522,3900,2700,0,448,8978,-6278
INJ_205,20230523,6900,3900,0,0,12967,-9067
INJ_205,20230524,6000,6000,0,0,19961,-13961
INJ_205,20230525,4800,4800,0,1,15974,-11174
INJ_205,20230526,5100,5100,0,598,16965,-11865
INJ_205,20230529,1200,1200,1,48,3991,-2791
INJ_205,20230530,4200,4200,0,900,13975,-9775
INJ_205,20230531,6000,5100,0,900,16965,-11865
INJ_205,20230601,4500,3000,0,454,9985,-6985
INJ_205,20230602,3600,3600,0,748,11973,-8373
INJ_205,20230603,6300,6300,0,0,13976,-7676
INJ_205,20230605,4800,3900,0,-2,12975,-9075
INJ_205,20230606,6900,4200,0,0,13977,-9777
INJ_205,20230607,2400,2400,1,196,7986,-5586
INJ_205,20230608,7500,7500,0,0,24962,-17462
INJ_205,20230609,7200,7200,0,-1,23961,-16761
INJ_205,20230610,1500,1500,0,1,4993,-3493
INJ_205,20230612,3300,3300,0,451,10981,-7681
INJ_205,20230613,4800,4800,0,-1,15970,-11170
INJ_205,20230614,1200,1200,0,0,3993,-2793
INJ_205,20230615,4500,4500,0,747,14982,-10482
INJ_205,20230616,2700,2700,1,200,8978,-6278
INJ_205,20230617,2400,2400,0,-1,7984,-5584
INJ_205,20230619,7800,6300,0,0,20965,-14665
INJ_205,20230620,5100,5100,0,0,16965,-11865
INJ_205,20230621,1500,1500,0,0,4991,-3491
INJ_205,20230622,6600,5400,0,604,17965,-12565
INJ_205,20230623,2400,2400,0,903,7990,-5590
INJ_205,20230624,1800,1800,0,450,5991,-4191
INJ_205,20230626,8850,7350,0,-1,20956,-13606
INJ_205,20230627,1200,1200,0,0,3992,-2792
INJ_205,20230628,9150,9150,0,0,26960,-17810
INJ_205,20230701,3000,3000,0,0,9982,-6982
INJ_205,20230703,1500,1500,0,0,4990,-3490
INJ_205,20230704,9300,8100,0,748,26942,-18842
INJ_205,20230705,1500,1500,0,751,4992,-3492
INJ_205,20230706,4500,1500,2,550,4994,-3494
INJ_205,20230707,6300,6300,0,0,20951,-14651
INJ_205,20230708,4800,4800,0,1,15971,-11171
INJ_205,20230710,6000,6000,0,0,19965,-13965
INJ_205,20230711,8400,8400,0,0,27956,-19556
INJ_205,20230712,4500,2700,0,0,8980,-6280
INJ_205,20230713,55800,10200,1,201,33947,-23747
INJ_205,20230714,31500,4200,0,600,13969,-9769
INJ_205,20230715,122700,14400,0,1,47920,-33520
INJ_205,20230717,14100,2100,0,0,6980,-4880
INJ_205,20230718,5400,4200,1,203,13975,-9775
INJ_205,20230719,2700,2700,0,0,8986,-6286
INJ_206,20210927,4000,4000,0,1,25984,-21984
INJ_206,20210928,5400,5400,0,0,39971,-34571
INJ_206,20210929,1800,1800,0,1,17987,-16187
INJ_206,20210930,700,700,0,188,6992,-6292
INJ_206,20211001,5600,5600,0,74,45957,-40357
INJ_206,20211002,4400,4400,0,2,35974,-31574
INJ_206,20211004,3000,3000,0,1,19981,-16981
INJ_206,20211005,700,700,0,0,6994,-6294
INJ_206,20211006,7500,1500,0,0,6994,-5494
INJ_206,20211007,1200,1200,0,0,11992,-10792
INJ_206,20211008,7900,7900,0,1,35963,-28063
INJ_206,20211009,1500,1500,0,0,6994,-5494
INJ_206,20211011,3400,3400,0,1,13824,-10424
INJ_206,20211012,4400,4400,0,2,35976,-31576
INJ_206,20211013,1300,1300,0,930,6994,-5694
INJ_206,20211014,2300,1900,0,1,18982,-17082
INJ_206,20211015,700,700,0,0,6990,-6290
INJ_206,20211016,4300,4000,0,-1,31979,-27979
INJ_206,20211018,7200,7200,0,-1,57963,-50763
INJ_206,20211019,3700,3700,0,1,22987,-19287
INJ_206,20211020,3000,3000,0,0,15990,-12990
INJ_206,20211021,2600,2600,0,0,17987,-15387
INJ_206,20211022,1700,1700,0,1,16989,-15289
INJ_206,20211023,2600,2600,0,-2,25976,-23376
INJ_206,20211025,900,900,0,0,2998,-2098
INJ_206,20211026,3600,3600,0,1,21976,-18376
INJ_206,20211027,3000,3000,0,-1,21980,-18980
INJ_206,20211028,2900,2900,0,0,20989,-18089
INJ_206,20211029,6200,5500,0,145,54971,-49471
INJ_206,20211030,1300,1300,0,-1,6993,-5693
INJ_206,20211101,2900,2900,0,1,28979,-26079
INJ_206,20211102,4200,4200,0,-1,31975,-27775
INJ_206,20211103,2900,2900,0,0,20982,-18082
INJ_206,20211104,3900,3900,0,-1,28983,-25083
INJ_206,20211105,2700,2700,0,0,26987,-24287
INJ_206,20211106,4600,4600,0,2,35972,-31372
INJ_206,20211108,5100,5100,0,-1,24977,-19877
INJ_206,20211109,1400,1400,0,1,13990,-12590
INJ_206,20211110,1500,1500,0,-1,14988,-13488
INJ_206,20211111,3200,2800,0,60,19986,-17186
INJ_206,20211112,3700,3700,0,0,22980,-19280
INJ_206,20211113,2100,2100,0,56,20991,-18891
INJ_206,20211115,5700,5700,0,1,34984,-29284
INJ_206,20211116,8000,7500,0,-2,52968,-45468
INJ_206,20211117,5900,5900,0,-1,44971,-39071
INJ_206,20211118,4800,4800,0,2,31975,-27175
INJ_206,20211119,4200,4200,0,0,25984,-21784
INJ_206,20211120,4800,4800,0,60,39970,-35170
INJ_206,20211122,1700,1700,0,0,10989,-9289
INJ_206,20211123,1200,1200,0,41,11989,-10789
INJ_206,20211124,2100,2100,0,0,20987,-18887
INJ_206,20211125,1700,1700,0,-1,16990,-15290
INJ_206,20211126,4300,3900,0,0,30979,-27079
INJ_206,20211127,4300,4300,0,0,34981,-30681
INJ_206,20211129,4500,3000,0,-1,19983,-16983
INJ_206,20211201,7200,7200,0,0,43971,-36771
INJ_206,20211202,2900,2900,0,-1,28983,-26083
INJ_206,20211203,6100,6100,0,282,52968,-46868
INJ_206,20211204,6800,6800,0,1,41975,-35175
INJ_206,20211206,4500,4200,0,1,35978,-31778
INJ_206,20211207,3900,3900,0,0,28982,-25082
INJ_206,20211208,1500,1500,0,0,14992,-13492
INJ_206,20211209,1200,1200,0,0,11993,-10793
INJ_206,20211210,9200,7400,0,0,41970,-34570
INJ_206,20211211,5500,4300,0,-1,34978,-30678
INJ_206,20211213,4700,4700,0,54,30978,-26278
INJ_206,20211214,3900,2300,0,0,22993,-20693
INJ_206,20211215,2900,2900,0,1,18988,-16088
INJ_206,20211216,5100,5100,0,0,44968,-39868
INJ_206,20211217,900,900,0,0,8996,-8096
INJ_206,20211218,2200,2200,0,1,13993,-11793
INJ_206,20211220,5300,4800,0,-1,41971,-37171
INJ_206,20211221,3300,3300,0,1,22985,-19685
INJ_206,20211222,2200,2200,0,1,15992,-13792
INJ_206,20211224,5400,5400,0,-1,37973,-32573
INJ_206,20211225,3400,3400,0,0,25979,-22579
INJ_206,20211227,3100,3100,0,-1,22982,-19882
INJ_206,20211228,3500,3100,0,0,24983,-21883
INJ_206,20211229,3400,3400,0,1,33978,-30578
INJ_206,20211230,1800,1800,0,0,17880,-16080
INJ_206,20211231,2900,2600,0,0,17992,-15392
INJ_206,20220103,4100,3800,0,0,31979,-28179
INJ_206,20220104,2300,2300,0,1,16989,-14689
INJ_206,20220105,5200,5200,0,-1,43962,-38762
INJ_206,20220106,5500,5500,0,0,44977,-39477
INJ_206,20220107,4700,4700,0,0,46974,-42274
INJ_206,20220108,2100,2100,0,0,14996,-12896
INJ_206,20220110,6100,6100,0,1,42966,-36866
INJ_206,20220111,2600,2600,0,93,17985,-15385
INJ_206,20220112,4600,4600,0,0,35976,-31376
INJ_206,20220113,2500,2500,0,-1,24977,-22477
INJ_206,20220114,4400,4400,0,-2,35970,-31570
INJ_206,20220115,2900,2900,0,0,18988,-16088
INJ_206,20220117,13500,7000,0,1,62925,-55925
INJ_206,20220118,3900,3900,0,-1,22981,-19081
INJ_206,20220119,5100,5100,0,1,50973,-45873
INJ_206,20220120,8200,5300,0,1,44963,-39663
INJ_206,20220121,7100,6300,0,-1,46964,-40664
INJ_206,20220122,8900,8900,0,-1,64959,-56059
INJ_206,20220124,4900,4900,0,-1,42962,-38062
INJ_206,20220125,8300,7500,0,1,66950,-59450
INJ_206,20220126,1600,1200,0,-1,15864,-14664
INJ_206,20220127,2700,2700,0,0,26988,-24288
INJ_206,20220128,4800,4800,0,-1,39969,-35169
INJ_206,20220129,8700,8700,0,-3,60957,-52257
INJ_206,20220131,13800,12800,0,0,96283,-83483
INJ_206,20220201,7800,7800,0,1,63960,-56160
INJ_206,20220202,2100,2100,0,0,20989,-18889
INJ_206,20220203,4100,3800,0,-1,29979,-26179
INJ_206,20220204,1600,1600,0,-1,15990,-14390
INJ_206,20220205,1100,1100,0,0,10993,-9893
INJ_206,20220207,4400,4400,0,-1,33978,-29578
INJ_206,20220208,7000,7000,0,0,53968,-46968
INJ_206,20220209,5600,5600,0,1,37968,-32368
INJ_206,20220210,3300,3300,0,68,22980,-19680
INJ_206,20220211,4000,4000,0,-1,39968,-35968
INJ_206,20220212,8100,8100,0,1,58958,-50858
INJ_206,20220214,4900,3500,0,0,28986,-25486
INJ_206,20220215,4600,4600,0,1,37967,-33367
INJ_206,20220216,6900,6900,0,0,52967,-46067
INJ_206,20220217,4700,4700,0,1,40968,-36268
INJ_206,20220218,5900,5900,0,1,40971,-35071
INJ_206,20220219,6000,5200,0,0,51968,-46768
INJ_206,20220221,7500,7500,0,70,58957,-51457
INJ_206,20220222,7400,7400,0,0,51974,-44574
INJ_206,20220223,4500,4500,0,1,44971,-40471
INJ_206,20220224,700,700,0,1,6994,-6294
INJ_206,20220225,4800,4100,0,-1,30982,-26882
INJ_206,20220226,2900,2900,0,20,28983,-26083
INJ_206,20220228,5700,4200,0,0,31974,-27774
INJ_206,20220301,10800,10400,0,-1,63959,-53559
INJ_206,20220302,8900,8900,0,0,76961,-68061
INJ_206,20220303,3200,3200,0,-2,31986,-28786
INJ_206,20220304,1300,1300,0,1,12993,-11693
INJ_206,20220305,1800,1800,0,48,17984,-16184
INJ_206,20220307,2900,2900,0,1,28977,-26077
INJ_206,20220309,9200,8000,0,0,63967,-55967
INJ_206,20220310,4700,4700,0,-1,40977,-36277
INJ_206,20220311,6400,6400,0,23,53963,-47563
INJ_206,20220312,10100,10100,0,0,44970,-34870
INJ_206,20220314,4700,4700,0,0,30979,-26279
INJ_206,20220315,1800,1800,0,0,17988,-16188
INJ_206,20220316,7600,7100,0,1,44984,-37884
INJ_206,20220317,8600,8600,0,0,77958,-69358
INJ_206,20220318,11300,10100,0,1,58971,-48871
INJ_206,20220319,4700,4700,0,-1,40970,-36270
INJ_206,20220321,7000,6300,0,-2,52970,-46670
INJ_206,20220322,3100,2800,0,0,27986,-25186
INJ_206,20220323,3100,3100,0,1,22983,-19883
INJ_206,20220324,4400,4400,0,34,27988,-23588
INJ_206,20220325,4000,4000,0,0,29988,-25988
INJ_206,20220326,4300,4300,0,1,36575,-32275
INJ_206,20220328,6400,6400,0,2,57958,-51558
INJ_206,20220329,4200,4200,0,0,27974,-23774
INJ_206,20220330,6600,6600,0,37,55967,-49367
INJ_206,20220331,6900,6900,0,-2,50969,-44069
INJ_206,20220401,5500,5100,0,2,50958,-45858
INJ_206,20220402,9500,9500,0,2,70951,-61451
INJ_206,20220404,5800,3800,0,0,23325,-19525
INJ_206,20220405,800,800,0,0,60,740
INJ_206,20220407,11000,11000,0,1,93937,-82937
INJ_206,20220408,5800,5000,0,0,49967,-44967
INJ_206,20220409,2300,2300,0,-2,14988,-12688
INJ_206,20220411,5500,5500,0,2,40971,-35471
INJ_206,20220412,5100,4800,0,0,47967,-43167
INJ_206,20220413,2100,2100,0,0,20984,-18884
INJ_206,20220414,4400,4400,0,0,43970,-39570
INJ_206,20220415,2500,1900,0,1,18989,-17089
INJ_206,20220416,2900,2900,0,0,28974,-26074
INJ_206,20220418,5400,5400,0,0,53961,-48561
INJ_206,20220419,4500,4500,0,1,36854,-32354
INJ_206,20220420,10000,10000,0,-1,85945,-75945
INJ_206,20220421,10800,10800,0,-1,87933,-77133
INJ_206,20220422,6100,5000,0,0,49971,-44971
INJ_206,20220424,4900,4900,0,0,32979,-28079
INJ_206,20220425,1900,1900,0,1,18987,-17087
INJ_206,20220426,6900,6900,0,1,68965,-62065
INJ_206,20220427,8100,7700,0,-1,76957,-69257
INJ_206,20220428,6500,6500,0,0,38977,-32477
INJ_206,20220429,5800,5100,0,-1,50963,-45863
INJ_206,20220503,5700,5700,0,1,32972,-27272
INJ_206,20220504,6600,6600,0,-1,49972,-43372
INJ_206,20220505,4010,4010,0,157,39989,-35979
INJ_206,20220506,6300,5800,0,-1,41975,-36175
INJ_206,20220507,9300,9300,0,2,76956,-67656
INJ_206,20220509,4600,4600,0,0,45980,-41380
INJ_206,20220510,11900,11100,0,-1,94940,-83840
INJ_206,20220511,6200,6200,0,1,55956,-49756
INJ_206,20220512,15300,15000,0,2,119927,-104927
INJ_206,20220513,6300,6000,0,1,51977,-45977
INJ_206,20220514,8200,7800,0,-1,61961,-54161
INJ_206,20220516,9600,9100,0,-1,72963,-63863
INJ_206,20220517,5500,5500,0,2,38971,-33471
INJ_206,20220518,4800,4800,0,-1,41970,-37170
INJ_206,20220519,5950,4450,0,0,33929,-29479
INJ_206,20220520,11500,11500,0,4,85946,-74446
INJ_206,20220521,6450,5350,0,-1,45966,-40616
INJ_206,20220523,11400,10600,0,-1,84941,-74341
INJ_206,20220524,6900,6900,0,-1,62961,-56061
INJ_206,20220525,4500,4500,0,0,38966,-34466
INJ_206,20220526,2800,2800,0,0,27981,-25181
INJ_206,20220527,3700,3700,0,0,36975,-33275
INJ_206,20220528,5050,5050,0,0,33979,-28929
INJ_206,20220530,4300,4300,0,2,42976,-38676
INJ_206,20220531,8300,7800,0,1,71955,-64155
INJ_206,20220601,1200,1200,0,0,11992,-10792
INJ_206,20220602,4750,3750,0,-1,32977,-29227
INJ_206,20220603,9200,9200,0,3,73948,-64748
INJ_206,20220604,4300,4300,0,0,42972,-38672
INJ_206,20220606,1650,1650,0,0,8992,-7342
INJ_206,20220607,8950,8950,0,0,75954,-67004
INJ_206,20220608,3100,2800,0,0,27986,-25186
INJ_206,20220609,9250,8450,0,1,76947,-68497
INJ_206,20220610,5900,4900,0,1,36976,-32076
INJ_206,20220611,9000,9000,0,0,89953,-80953
INJ_206,20220613,3800,2000,0,1,17274,-15274
INJ_206,20220614,4750,2750,0,0,7155,-4405
INJ_206,20220615,19400,4600,0,0,20040,-15440
INJ_206,20220616,4700,4700,0,-1,40978,-36278
INJ_206,20220617,3600,3600,0,0,35981,-32381
INJ_206,20220618,6022,6022,0,210,44174,-38152
INJ_206,20220620,9410,7010,0,1,69866,-62856
INJ_206,20220621,7950,6900,0,1,49952,-43052
INJ_206,20220622,9900,7200,0,-1,59954,-52754
INJ_206,20220623,2850,2850,0,0,23985,-21135
INJ_206,20220624,6850,6850,0,-2,54956,-48106
INJ_206,20220625,8350,8350,0,70,69910,-61560
INJ_206,20220627,15750,15750,0,-1,146894,-131144
INJ_206,20220628,9050,9050,0,0,82946,-73896
INJ_206,20220629,10200,10200,0,0,101941,-91741
INJ_206,20220630,9950,9200,0,1,82949,-73749
INJ_206,20220701,7700,7700,0,1,55973,-48273
INJ_206,20220702,11350,11350,0,2,72938,-61588
INJ_206,20220704,5750,5750,0,0,43965,-38215
INJ_206,20220705,2800,2800,0,1,27981,-25181
INJ_206,20220706,2850,2850,0,0,17982,-15132
INJ_206,20220707,4550,4550,0,-1,31976,-27426
INJ_206,20220708,3500,3500,0,-1,34979,-31479
INJ_206,20220709,8750,8750,0,3,70955,-62205
INJ_206,20220711,1600,1600,0,-1,15990,-14390
INJ_206,20220712,3050,3050,0,1,25982,-22932
INJ_206,20220713,2700,2300,0,-1,22980,-20680
INJ_206,20220714,3900,3400,0,0,33976,-30576
INJ_206,20220715,4750,4750,0,0,42971,-38221
INJ_206,20220716,3150,3150,0,0,26985,-23835
INJ_206,20220718,8250,8250,0,-1,68957,-60707
INJ_206,20220719,5150,5150,0,-1,46964,-41814
INJ_206,20220720,2400,2400,0,-1,23990,-21590
INJ_206,20220721,5300,5300,0,0,46982,-41682
INJ_206,20220722,6700,6300,0,-2,53960,-47660
INJ_206,20220723,7650,7650,0,195,65967,-58317
INJ_206,20220725,2100,2100,0,0,20986,-18886
INJ_206,20220726,9600,9200,0,1,67955,-58755
INJ_206,20220727,3400,3400,0,1,27975,-24575
INJ_206,20220728,3300,3300,0,-2,20985,-17685
INJ_206,20220729,5300,4900,0,1,48967,-44067
INJ_206,20220730,3350,3350,0,1,28978,-25628
INJ_206,20220801,1150,1150,0,0,6996,-5846
INJ_206,20220802,6650,6250,0,-1,57963,-51713
INJ_206,20220803,6800,6800,0,0,67946,-61146
INJ_206,20220804,3150,3150,0,142,23981,-20831
INJ_206,20220805,8960,7760,0,60,66962,-59202
INJ_206,20220806,5450,5450,0,0,49970,-44520
INJ_206,20220808,6350,5850,0,1,53967,-48117
INJ_206,20220809,3700,3700,0,1,30978,-27278
INJ_206,20220810,3900,3900,0,0,32974,-29074
INJ_206,20220811,10150,10150,0,1,90914,-80764
INJ_206,20220812,7100,6700,0,1,66949,-60249
INJ_206,20220813,4800,4800,0,1,47957,-43157
INJ_206,20220815,6050,6050,0,68,46972,-40922
INJ_206,20220816,9450,8250,0,0,77952,-69702
INJ_206,20220817,8900,8900,0,2,73948,-65048
INJ_206,20220818,7200,7200,0,0,71959,-64759
INJ_206,20220819,7500,7500,0,-1,59969,-52469
INJ_206,20220820,3450,3450,0,1,29978,-26528
INJ_206,20220822,3300,3300,0,-2,32979,-29679
INJ_206,20220823,6550,6550,0,0,57964,-51414
INJ_206,20220824,4200,4200,0,0,41972,-37772
INJ_206,20220825,6100,6100,0,-2,54963,-48863
INJ_206,20220826,4500,4500,0,-1,44971,-40471
INJ_206,20220827,9400,7900,0,1,67942,-60042
INJ_206,20220829,5650,5650,0,0,48978,-43328
INJ_206,20220830,6650,6150,0,1,53962,-47812
INJ_206,20220831,4500,4500,0,0,44970,-40470
INJ_206,20220901,1900,1900,0,83,18988,-17088
INJ_206,20220902,9900,2600,0,-1,19986,-17386
INJ_206,20220903,7700,700,0,94,6998,-6298
INJ_206,20220905,2800,400,0,0,3997,-3597
INJ_206,20220908,800,400,0,1,1595,-1195
INJ_206,20220909,4500,3800,0,0,37979,-34179
INJ_206,20220910,6950,6950,0,2,52969,-46019
INJ_206,20220912,6600,6600,0,3,53968,-47368
INJ_206,20220913,3300,3300,0,1,32981,-29681
INJ_206,20220914,1400,1400,0,-1,13989,-12589
INJ_206,20220915,4300,4300,0,1,36977,-32677
INJ_206,20220916,1800,1800,0,0,17982,-16182
INJ_206,20220917,11850,10150,0,-1,93935,-83785
INJ_206,20220919,4550,4550,0,1,23980,-19430
INJ_206,20220920,3450,3450,0,0,26984,-23534
INJ_206,20220921,5350,5350,0,0,48970,-43620
INJ_206,20220922,4000,4000,0,2,33985,-29985
INJ_206,20220923,10100,8800,0,1,81941,-73141
INJ_206,20220924,1500,1500,0,0,14987,-13487
INJ_206,20220926,7400,6500,0,0,64960,-58460
INJ_206,20220927,5300,4800,0,-1,47975,-43175
INJ_206,20220928,2400,2400,0,1,23990,-21590
INJ_206,20220929,3600,3600,0,0,35972,-32372
INJ_206,20220930,3800,3400,0,2,27985,-24585
INJ_206,20221001,1550,1550,0,-1,10992,-9442
INJ_206,20221004,7050,7050,2,509,56970,-49920
INJ_206,20221005,1950,1950,0,0,14990,-13040
INJ_206,20221006,4900,4900,0,0,42968,-38068
INJ_206,20221007,5600,5600,0,0,55957,-50357
INJ_206,20221008,3900,3900,0,-2,38969,-35069
INJ_206,20221010,3700,2800,0,0,34974,-32174
INJ_206,20221011,700,700,0,0,0,700
INJ_206,20221012,1200,1200,0,-1,11993,-10793
INJ_206,20221013,1400,1400,0,0,13994,-12594
INJ_206,20221014,1600,1200,0,0,11994,-10794
INJ_206,20221015,4300,4300,0,67,42971,-38671
INJ_206,20221017,3800,3800,0,0,37930,-34130
INJ_206,20221018,5200,5200,0,3,45963,-40763
INJ_206,20221019,3000,2500,0,0,24984,-22484
INJ_206,20221021,3900,3900,0,2,38973,-35073
INJ_206,20221022,1500,1500,0,1,14984,-13484
INJ_206,20221024,6300,5600,0,0,55939,-50339
INJ_206,20221025,700,700,0,-1,6993,-6293
INJ_206,20221026,5500,4800,0,1,41968,-37168
INJ_206,20221027,4000,4000,0,1,39976,-35976
INJ_206,20221028,6300,6300,0,85,62965,-56665
INJ_206,20221029,9550,9550,0,-4,87947,-78397
INJ_206,20221031,6350,6350,0,-2,58971,-52621
INJ_206,20221101,2950,2650,0,0,21978,-19328
INJ_206,20221102,4600,4600,0,1,39972,-35372
INJ_206,20221104,4300,4300,0,40,36978,-32678
INJ_206,20221105,5050,4550,0,1,37976,-33426
INJ_206,20221107,2700,2700,0,-2,26985,-24285
INJ_206,20221108,3400,3400,0,0,33981,-30581
INJ_206,20221109,5650,5650,0,0,48965,-43315
INJ_206,20221110,800,800,0,0,7991,-7191
INJ_206,20221111,5300,4500,0,0,44965,-40465
INJ_206,20221112,700,700,0,-1,6995,-6295
INJ_206,20221114,2100,2100,0,1,20987,-18887
INJ_206,20221115,700,700,0,-1,6992,-6292
INJ_206,20221116,4850,4850,0,0,43963,-39113
INJ_206,20221117,7250,6550,0,1,48965,-42415
INJ_206,20221118,2700,2700,0,0,26980,-24280
INJ_206,20221119,6950,6950,0,0,61966,-55016
INJ_206,20221121,3800,3800,0,0,37967,-34167
